image_id,complexity,# of SAM segmentations,# of FC-CLIP classes,symmetry,clutter,IC9600,MSG,edge density,MUC1,MUC2,MUC3,MUC4,MUC5,MUC6,MUC7,MUC8,gemini surprise score,AMNet memorability,M1,M2,M3,M4,M5,M6,M7,M9,M10,M11
sun_aiztxdurlviyfwxz.jpg,0.525,169,29,0.8734939718827036,35.0,0.5658994317054749,0.24925166,0.0243448979591836,7.6,28.2,125.5,604.2,2961.8,13269.0,44207.3,66632.4,15.0,0.6089252,0.1454282,0.975483,0.1449239,0.9469426,0.3882521,0.03982041,0.1309871,0.4468557,725,0.750976
sun_bplgyeqclqlogugd.jpg,0.544,80,3,0.8493381799772393,16.0,0.5810832381248474,0.34533483,0.2127551020408163,7.7,22.7,70.5,259.0,1121.1,5054.7,19483.4,34164.8,15.0,0.48466423,0.2666626,0.9546927,0.2008938,0.8820308,0.4169054,0.1223122,0.1893095,0.1032786,318,-0.265051
sun_acdlgczjpwkeuvgy.jpg,0.4992,146,24,0.876752761840747,31.0,0.5957067012786865,0.24727501,0.0369306122448979,8.0,25.0,88.5,348.4,1445.3,6119.3,22564.5,38572.5,35.0,0.68986076,0.1801451,0.9695746,0.1290156,0.9334577,0.4154728,0.03812653,0.1283776,0.1735024,430,-0.164483
sun_bhicdswlyikaabeq.jpg,0.527,115,20,0.8872512870601201,29.0,0.490972101688385,0.21872601,0.0283551020408163,7.5,28.8,103.9,410.4,1735.7,6968.9,24705.1,43172.6,25.0,0.740031,0.1062334,0.9843069,0.1476831,0.9617822,0.3452722,0.02634286,0.1179429,0.2839299,511,-1.65241
sun_bfqkksxqisfiefwe.jpg,0.557,90,3,0.8766330585921301,3.0,0.4005818367004394,0.23907577,0.0579408163265306,7.8,25.5,84.6,322.1,1384.4,6200.6,23796.9,41612.5,35.0,0.68640494,0.2231596,0.9809049,0.1492847,0.914029,0.4340974,0.04847143,0.1614599,0.2666444,385,-1.28013
sun_beprzjdksyhqbxhx.jpg,0.47,80,8,0.8730805182894951,22.0,0.3836867809295654,0.2592612,0.0339816326530612,7.3,26.7,112.9,505.9,2392.0,10413.8,34780.6,54334.5,12.0,0.6578779,0.2907378,0.940865,0.1610443,0.9191353,0.4469914,0.03313877,0.1570469,0.6072618,635,-0.272118
sun_bxcaalgmiqxdiuqf.jpg,0.4767,64,5,0.8592284934188593,1.0,0.4351169764995575,0.30207992,0.0313673469387755,8.0,27.1,100.4,439.4,2083.6,9733.3,35308.7,56781.2,5.0,0.7211443,0.1936767,0.9705052,0.1705432,0.9328457,0.3911175,0.04543061,0.1424265,0.2565862,541,-0.516297
sun_aqeikwpwbwvsnetj.jpg,0.461,129,15,0.8913727053484157,23.0,0.505317211151123,0.21321458,0.0238244897959183,7.3,27.7,98.3,385.4,1678.7,6543.1,22154.1,37764.0,35.0,0.6258575,0.119485,0.9830165,0.1306303,0.9475619,0.3381089,0.03695306,0.1040068,0.2050079,455,-0.334217
sun_blojyrvlkifrickr.jpg,0.8,152,20,0.8507297694242792,52.0,0.595939040184021,0.33714467,0.0591367346938775,8.0,42.3,219.4,1124.1,5218.2,19514.7,53925.3,76885.6,78.0,0.7234162,0.287662,0.9316108,0.1500055,0.9055155,0.4054441,0.0689551,0.1547272,0.3849537,1469,-0.0814798
sun_ajrwezxmmjejxsbt.jpg,0.394,130,17,0.9130446748164016,14.0,0.4591543078422546,0.15396833,0.0210755102040816,6.9,18.9,60.5,207.1,868.7,3802.1,15083.2,27282.3,25.0,0.622139,0.06485592,0.9869829,0.1744591,0.9690722,0.3553009,0.0235898,0.1019225,0.2433519,238,-0.158091
sun_agldadusrezhmyva.jpg,0.535,222,29,0.849461844197935,46.0,0.5997775197029114,0.3506158,0.0499408163265306,6.8,27.0,103.8,455.9,2270.9,10931.7,40844.7,65928.2,35.0,0.5989708,0.2551277,0.9481675,0.1523417,0.9043062,0.3939828,0.06706939,0.1749225,0.3861597,554,-0.842339
sun_bursogyeljvlegan.jpg,0.5617,102,3,0.8871323952734084,19.0,0.5107865333557129,0.21888605,0.0261408163265306,8.0,39.0,199.1,1010.8,5289.4,22449.4,64167.3,88410.4,15.0,0.6491112,0.1179358,0.9443166,0.2389937,0.9414871,0.3495702,0.0806796,0.1494864,0.5519676,1217,-0.0145433
sun_bgpysxgkeqxnuemb.jpg,0.514,79,12,0.9063795480740602,20.0,0.459904283285141,0.17142892,0.0414551020408163,8.0,22.2,66.7,260.0,1110.2,4595.4,15761.2,26601.6,15.0,0.5923936,0.1049377,0.9864836,0.1981728,0.9635048,0.3839542,0.01917959,0.1104088,0.09575317,322,-1.30182
sun_bagmxxfdodupvbxd.jpg,0.664,122,20,0.8589349931862852,42.0,0.5278425812721252,0.291196,0.030169387755102,8.0,37.3,185.3,936.1,4558.6,18503.9,57202.1,84708.0,35.0,0.6499106,0.1689802,0.976101,0.1207061,0.938289,0.3925501,0.04134286,0.1524422,0.6524655,1172,-0.484465
sun_bpitlhevfvplujnj.jpg,0.532,94,9,0.9019623774742284,7.0,0.432346761226654,0.1813227,0.0204183673469387,7.6,21.9,69.3,258.5,1045.4,4197.3,14456.7,24721.7,35.0,0.6798985,0.1277621,0.9772841,0.1378851,0.9456832,0.4398281,0.03168571,0.1226701,0.2906203,306,-0.00639669
sun_bukzvwbkvedjexbe.jpg,0.69,441,3,0.8564653446846702,35.0,0.6149920225143433,0.34258795,0.0745102040816326,8.0,25.6,84.3,355.9,1641.0,7404.4,28485.9,49871.9,25.0,0.5366945,0.1946945,0.9749535,0.104417,0.9148018,0.3510029,0.07679592,0.1528082,0.2043811,424,-1.06864
sun_bzybqfaecwsubwwo.jpg,0.3542,57,15,0.8904908824938099,26.0,0.4103699624538421,0.21457806,0.0255367346938775,8.0,26.1,96.5,410.3,1860.7,7673.8,24733.2,40732.7,12.0,0.78186727,0.1372083,0.9777479,0.1368974,0.9481418,0.3610315,0.02579184,0.1187918,0.2590748,493,-0.850608
sun_ahlifjixdpvtzxbh.jpg,0.476,155,26,0.8878109667808228,39.0,0.5341970324516296,0.2215266,0.0251510204081632,7.8,35.1,161.8,823.5,4103.6,17651.8,56622.0,84516.0,25.0,0.6391384,0.08842837,0.9841909,0.1455601,0.9579991,0.3352436,0.03345102,0.1266674,0.5635793,981,-0.480961
sun_bioqyrrgfmkqqtds.jpg,0.425,66,4,0.8364197627217379,1.0,0.505096435546875,0.35719106,0.1212857142857142,8.0,28.5,119.8,536.3,2502.1,10999.0,37978.9,59848.8,15.0,0.61435395,0.5103945,0.9476925,0.1059259,0.8390008,0.4527221,0.1120837,0.2184088,0.3546643,674,-0.245181
sun_adspmthiralksljq.jpg,0.6507999999999999,132,11,0.8309516736731334,25.0,0.5684382319450378,0.35968646,0.128604081632653,7.9,31.1,131.7,605.5,2955.8,13137.2,44442.1,70458.8,35.0,0.75597733,0.5119783,0.8784156,0.1257144,0.8189822,0.4355301,0.07839184,0.192468,0.2849283,746,-2.65513
sun_agkrxexrskvqvcaa.jpg,0.612,200,38,0.8715655045418064,38.0,0.5873245000839233,0.255696,0.0512897959183673,8.0,33.5,147.1,679.1,3101.1,12246.3,34534.1,50832.9,25.0,0.6745925,0.1286532,0.9897724,0.1577124,0.956017,0.3553009,0.03252653,0.1156088,0.2728932,845,-1.01228
sun_bvfurauxmvdtyvgf.jpg,0.7,180,7,0.8115113530074719,53.0,0.6795657873153687,0.4092511,0.0747632653061224,8.0,44.9,238.0,1317.3,6572.6,25341.2,65909.0,90258.5,35.0,0.6601159,0.3470162,0.9604173,0.1230542,0.8838189,0.4326648,0.0868551,0.1987735,0.3197449,1625,-1.11081
