image_id,complexity,# of SAM segmentations,# of FC-CLIP classes,symmetry,clutter,IC9600,MSG,edge density,MUC1,MUC2,MUC3,MUC4,MUC5,MUC6,MUC7,MUC8,AMNet memorability,M1,M2,M3,M4,M5,M6,M7,M9,M10,M11,gemini surprise score
transport_f60ab319-d30b020d.jpg,0.6323529481887817,151,15,0.8342472408398173,55.0,0.6104034781455994,0.35440108,0.1037521701388888,7.9,40.0,194.5,934.4,3982.6,14857.3,47639.5,76898.5,0.7132247,0.2295672,0.9744094,0.1236022,0.9152372,0.4163763,0.06545004,0.1934464,0.3697695,1033,-1.4911,15
transport_0c8b32af-2d9a2bad.jpg,0.5735294222831726,164,19,0.8453765985360956,37.0,0.6059274673461914,0.3164648,0.0752766927083333,8.0,33.5,137.3,576.3,2315.7,8331.4,26173.4,46331.5,0.68307996,0.246599,0.9658948,0.1110258,0.9172372,0.4442509,0.06473626,0.2032668,0.138486,635,-0.664116,75
transport_db3757c8-00000000.jpg,0.6029411554336548,182,18,0.8847058926009628,22.0,0.5751650929450989,0.19186684,0.0506781684027777,7.9,31.0,113.2,427.4,1630.8,6023.7,21141.7,35594.4,0.68785393,0.1433183,0.9822435,0.1883245,0.9495955,0.4163763,0.04003228,0.1375523,0.1616579,465,-0.846962,25
transport_ae9525e3-00000000.jpg,0.5,117,11,0.8812826772496055,31.0,0.5038812160491943,0.20462614,0.0229361979166666,7.9,35.1,146.9,679.0,3257.4,14086.1,46067.7,70560.4,0.6780986,0.1105613,0.9822251,0.1440576,0.9556155,0.3867596,0.03087192,0.1469122,0.5933888,734,0.230485,10
transport_5a463e45-8a75f5e9.jpg,0.6029411554336548,187,18,0.8482395271403026,40.0,0.5768640637397766,0.3261079,0.0657736545138888,7.9,42.5,205.6,1008.4,4567.7,17081.3,52005.4,80213.7,0.6840272,0.2084385,0.9611264,0.1248971,0.9208368,0.4390244,0.06606886,0.2006966,0.3432964,1134,-0.715119,35
transport_00bc0319-94af8380.jpg,0.5882353186607361,207,18,0.8574505066202173,34.0,0.5753664970397949,0.25840783,0.0523589409722222,7.4,39.2,171.4,779.8,3443.2,14383.5,47633.0,74590.8,0.654452,0.1647082,0.9786041,0.1186127,0.9375467,0.4146341,0.05234273,0.1654708,0.4945254,884,-1.09792,15
transport_0e9166d9-0e0ce6f2.jpg,0.720588207244873,192,17,0.8666016440857116,40.0,0.6719571352005005,0.23648131,0.0634103732638888,8.0,35.2,151.3,724.2,3198.1,11644.3,35692.8,55966.4,0.6353063,0.08662397,0.9877025,0.3029267,0.9657888,0.3867596,0.03510369,0.1381158,0.1715903,779,-1.48195,35
transport_0b75c7f8-b96eda13.jpg,0.5735294222831726,151,19,0.8575641003510571,44.0,0.572030782699585,0.27351892,0.0525412326388888,7.9,35.2,141.8,572.2,2403.3,10405.3,39783.1,66839.2,0.7278172,0.1985191,0.9736812,0.1259523,0.9289908,0.4268293,0.05941264,0.1743735,0.4186268,661,-1.14827,25
transport_5e05a518-adb7fc53.jpg,0.5735294222831726,173,20,0.8693126211975254,30.0,0.5442060232162476,0.26664278,0.0265993923611111,8.0,30.6,110.9,470.0,2031.2,8350.8,30884.0,55975.8,0.68973285,0.1912472,0.9751782,0.1214452,0.9273434,0.4372822,0.04595099,0.2000817,0.1247364,497,-0.577979,35
transport_6c771cb8-b6f20e2f.jpg,0.6323529481887817,222,13,0.8814336398352315,23.0,0.5996087789535522,0.20955884,0.0491438802083333,7.9,28.4,96.1,371.2,1453.9,5489.4,18585.6,33443.8,0.6921268,0.1235795,0.9880246,0.1825212,0.950953,0.402439,0.03640069,0.1443945,0.1244248,402,-1.21771,10
transport_6ac1b1fd-02a687ea.jpg,0.5441176295280457,70,10,0.8808043152970652,22.0,0.5220094323158264,0.22080433,0.0532530381944444,8.0,34.4,151.6,657.3,2914.1,12463.2,45168.2,71766.6,0.61947936,0.1506938,0.9882838,0.1376354,0.9396626,0.4198606,0.05527751,0.1649978,0.3922454,719,-0.99626,10
transport_a91b7555-00001130.jpg,0.6323529481887817,194,10,0.8586144912111648,39.0,0.6186419725418091,0.27233452,0.0700607638888888,8.0,38.7,183.5,944.9,4673.9,19082.4,56449.8,85218.7,0.7342446,0.1863816,0.9821328,0.1338395,0.9285119,0.4268293,0.05896844,0.182464,0.2821401,1040,-1.18791,35
transport_0f80ec3e-7bb4c09d.jpg,0.7058823704719543,238,17,0.8712630263059316,35.0,0.6643021702766418,0.26800618,0.0802267795138888,8.0,41.2,204.1,944.2,4008.7,15360.7,47763.4,76013.6,0.66911936,0.1919854,0.970309,0.1521032,0.9284071,0.4285714,0.06314426,0.1734924,0.3498621,1037,-1.11658,15
