image_id,complexity,# of SAM segmentations,# of FC-CLIP classes,symmetry,clutter,IC9600,MSG,edge density,MUC1,MUC2,MUC3,MUC4,MUC5,MUC6,MUC7,MUC8,AMNet memorability,M1,M2,M3,M4,M5,M6,M7,M9,M10,M11,gemini surprise score
scenes_dorm_room_00004596.jpg,0.5147058963775635,64,17,0.7708597382671396,32.0,0.5076295733451843,0.46518433,0.0978240966796875,6.0,19.5,73.1,274.9,1145.2,4231.0,11196.4,15172.6,0.6190894,0.3607843,0.9612756,0.0985491,0.8874791,0.4173228,0.08041382,0.1815135,0.2657613,339,-0.923384,15.0
scenes_jail_cell_00002330.jpg,0.4705882370471954,63,5,0.8610424535378564,8.0,0.4407934546470642,0.19655244,0.0624847412109375,6.6,13.7,34.1,104.6,342.5,1152.8,3502.3,5449.4,0.79410315,0.1789828,0.9146054,0.1996277,0.9246043,0.4448819,0.04438782,0.1265615,0.09785308,132,-0.081883,15.0
scenes_stadium-baseball_00003661.jpg,0.7352941036224365,140,14,0.7813205025388014,42.0,0.6892462372779846,0.46647707,0.1743316650390625,7.8,28.2,95.9,369.3,1430.1,5075.8,13117.3,17406.1,0.6716852,0.5611826,0.8293382,0.153191,0.8380737,0.472441,0.1549683,0.2457631,0.2470591,513,-0.351155,15.0
scenes_bathroom_00001215.jpg,0.4558823406696319,46,6,0.8338302273379079,1.0,0.4362496435642242,0.265919,0.0424346923828125,8.0,21.4,55.6,184.9,676.0,2433.8,6971.8,10150.5,0.6701436,0.1503983,0.9814885,0.1531688,0.9391384,0.4330709,0.04144287,0.1514689,0.1242288,220,-0.342957,15.0
scenes_ski_resort_00001487.jpg,0.5147058963775635,117,4,0.7526283715551445,38.0,0.5305211544036865,0.5193763,0.08819580078125,7.4,26.0,91.9,344.6,1326.0,4372.8,10935.1,15095.0,0.6871681,0.639614,0.8752327,0.09354898,0.8187536,0.4645669,0.1264038,0.2669424,0.409964,451,0.598506,15.0
scenes_escalator-indoor_00001084.jpg,0.5,83,3,0.7225184467723319,63.0,0.5275039672851562,0.6671994,0.2025604248046875,7.9,35.2,169.0,769.3,3198.4,10412.8,20796.8,24583.8,0.78768545,0.6992341,0.8656118,0.1084929,0.8352945,0.4685039,0.1582184,0.2839152,0.4223881,1057,-1.85638,35.0
scenes_glacier_00003305.jpg,0.294117659330368,50,5,0.8495272875930056,12.0,0.3529239296913147,0.18875445,0.023223876953125,6.1,18.5,48.4,135.5,449.0,1535.2,4436.2,6227.3,0.6334278,0.1723346,0.9754204,0.1575563,0.94,0.4370079,0.03819275,0.1200155,0.2602947,175,-0.121224,15.0
scenes_reception_00004117.jpg,0.4852941036224365,120,14,0.7987052632488316,30.0,0.5273715853691101,0.37030178,0.083892822265625,7.8,27.6,107.0,463.5,1841.6,5543.2,11639.8,14603.5,0.6973901,0.3356771,0.9429153,0.1339804,0.9065304,0.4330709,0.06063843,0.1749115,0.394774,626,-1.41716,15.0
scenes_shopfront_00002159.jpg,0.7058823704719543,184,25,0.7096051940162352,63.0,0.6497018337249756,0.7180597,0.163421630859375,8.0,42.1,202.3,908.0,3289.4,9403.7,18888.9,22761.1,0.7724934,1.059804,0.8859106,0.05800077,0.787471,0.4606299,0.15979,0.2930399,0.5289711,1294,-1.0208,15.0
scenes_highway_00004921.jpg,0.4558823406696319,72,7,0.8035496881349732,26.0,0.4423530399799347,0.36559802,0.0962066650390625,7.4,21.7,74.7,309.9,1239.7,4634.4,12637.3,17267.5,0.7072126,0.3500153,0.952455,0.1060666,0.8628414,0.4527559,0.07815552,0.2204437,0.3227524,396,-0.803752,15.0
scenes_courtyard_00003796.jpg,0.4705882370471954,55,6,0.8086291038041592,17.0,0.4558842778205871,0.3522187,0.036651611328125,7.8,20.4,53.8,174.9,608.2,2105.1,6228.1,9250.2,0.703406,0.3050858,0.9285784,0.1779611,0.8771469,0.4566929,0.07962036,0.1832581,0.09926099,235,-0.0783035,15.0
scenes_porch_00003447.jpg,0.5147058963775635,58,5,0.7983117674065717,31.0,0.505230188369751,0.4488391,0.1222991943359375,7.8,26.6,91.6,380.8,1678.9,6634.3,17640.8,22416.9,0.7095412,0.579182,0.8655077,0.09513775,0.8237712,0.4645669,0.1058502,0.2522685,0.3188802,501,-0.699827,15.0
scenes_ballroom_00000854.jpg,0.5588235259056091,93,15,0.7678498236199293,42.0,0.5119660496711731,0.477962,0.1161041259765625,7.3,33.3,141.0,643.4,2635.5,7785.4,15164.7,18202.7,0.82455236,0.5529872,0.9157651,0.1579125,0.8679088,0.4488189,0.0749054,0.2234192,0.4609176,848,0.155174,15.0
scenes_living_room_00004139.jpg,0.6176470518112183,105,15,0.7687785713430998,40.0,0.6058675050735474,0.51600975,0.1475982666015625,4.7,19.0,71.4,287.8,1242.8,4987.9,13838.6,18637.7,0.63767236,0.586152,0.9112286,0.07637464,0.8150623,0.4448819,0.09863281,0.2397156,0.339143,371,-0.309036,15.0
scenes_corral_00001882.jpg,0.4411764740943908,78,5,0.7774394635503086,45.0,0.4403682947158813,0.55461985,0.137786865234375,7.0,24.5,88.9,363.3,1736.1,7319.1,19200.4,23886.9,0.74701303,0.6158395,0.8875427,0.07768085,0.7884538,0.4527559,0.1408386,0.2700551,0.3224964,454,-0.458155,10.0
scenes_sushi_bar_00004964.jpg,0.5588235259056091,101,15,0.7998291536962148,41.0,0.5527010560035706,0.38027585,0.1069488525390625,7.2,27.9,118.9,540.0,2198.6,6338.4,11976.4,15067.6,0.6261746,0.2982537,0.9554924,0.2686341,0.9272288,0.4330709,0.06422424,0.1838328,0.5151414,696,-2.09468,15.0
scenes_barn_00001540.jpg,0.4117647111415863,48,7,0.792723343304948,23.0,0.4316955208778381,0.3816733,0.05755615234375,7.9,27.0,87.2,320.8,1201.2,3843.3,9367.3,12249.1,0.7723246,0.3041973,0.9504874,0.111013,0.8969294,0.4566929,0.0852356,0.1855164,0.3107297,426,-0.830413,12.0
scenes_sandbox_00000312.jpg,0.4558823406696319,58,5,0.7900372191279496,37.0,0.4593817293643951,0.42736357,0.091949462890625,8.0,37.8,187.8,856.8,3374.6,9712.2,19288.8,23300.8,0.8275708,0.4384191,0.8906932,0.1181737,0.8412206,0.4566929,0.1200104,0.2488505,0.5532994,1203,-0.355902,15.0
scenes_auto_factory_00000544.jpg,0.6029411554336548,146,6,0.7515852178564596,51.0,0.5928104519844055,0.52866656,0.11541748046875,8.0,31.8,122.0,488.2,1842.2,5635.4,13313.5,17651.9,0.77674705,0.4668505,0.9385273,0.08096047,0.8545595,0.4448819,0.1103821,0.2329915,0.2640333,652,-1.74211,15.0
scenes_diner-outdoor_00002520.jpg,0.4852941036224365,124,14,0.7575291954563098,11.0,0.5515804886817932,0.53147954,0.111297607421875,7.9,33.4,142.0,549.0,1757.7,4771.7,11569.4,15433.4,0.6652418,0.4407322,0.9441556,0.1039163,0.8804156,0.4409449,0.09529114,0.2079213,0.2337628,811,-1.54165,15.0
scenes_park_00002095.jpg,0.5147058963775635,114,6,0.8176035273860028,26.0,0.466479480266571,0.3205692,0.080657958984375,7.7,26.6,97.4,382.5,1642.1,5680.0,12060.9,14441.3,0.6016731,0.343413,0.8743991,0.2247079,0.9091504,0.4645669,0.07310486,0.1672567,0.5227745,502,-0.372028,15.0
scenes_art_gallery_00001244.jpg,0.5735294222831726,152,21,0.7836077132854901,37.0,0.6154042482376099,0.4120945,0.103546142578125,6.8,30.6,123.5,443.4,1497.5,4460.6,10815.5,14385.1,0.7594815,0.3563725,0.9576331,0.0956548,0.8893584,0.4409449,0.09086609,0.1903737,0.217947,661,-1.4999,15.0
scenes_beer_hall_00001012.jpg,0.5735294222831726,103,24,0.7548620326201769,43.0,0.557150661945343,0.47251603,0.1107177734375,7.7,27.6,101.8,417.3,1646.4,5424.5,12236.7,15674.0,0.78294325,0.4156556,0.9684922,0.1197388,0.8837157,0.4330709,0.08660889,0.2081044,0.2337734,538,-1.03412,12.0
scenes_stage-indoor_00002505.jpg,0.4264705777168274,56,23,0.8540678268301775,10.0,0.4516113102436065,0.16457148,0.0355224609375,4.0,14.6,46.5,171.6,669.7,2454.1,6869.0,9877.8,0.657651,0.09883578,0.9756757,0.2542484,0.9598639,0.3937008,0.0302887,0.1194916,0.6683888,226,-0.548451,15.0
scenes_boat_deck_00001337.jpg,0.3382352888584137,47,2,0.7772410172487841,27.0,0.3574971258640289,0.4065535,0.0687408447265625,6.7,16.9,41.6,122.2,417.6,1399.2,4215.2,6255.0,0.7855622,0.3017617,0.9774216,0.1708421,0.9086884,0.4330709,0.05101013,0.1724396,0.1152964,151,0.325859,15.0
scenes_shower_00003567.jpg,0.4558823406696319,69,18,0.8396013167082171,8.0,0.4456089437007904,0.28240758,0.0271453857421875,6.1,16.5,46.9,153.4,528.8,1834.2,5601.6,8385.9,0.6710433,0.2546262,0.910935,0.1908571,0.9133096,0.4409449,0.07669067,0.1383107,0.1352201,184,0.97497,15.0
scenes_chalet_00002924.jpg,0.5147058963775635,179,6,0.7251057598619811,51.0,0.5017094016075134,0.6159597,0.1174163818359375,7.8,22.4,64.7,200.6,706.0,2343.1,6425.9,9280.3,0.71833247,0.359375,0.9672683,0.08661338,0.8754728,0.4330709,0.1182404,0.2145996,0.1249698,255,-1.31538,15.0
scenes_amphitheater_00000731.jpg,0.5882353186607361,72,18,0.8301831049169337,21.0,0.585801899433136,0.29468656,0.07415771484375,7.8,27.5,107.3,455.0,1886.6,5810.2,12341.5,15556.5,0.7416557,0.3621017,0.8673393,0.1949305,0.8866335,0.4606299,0.05856323,0.188914,0.2538604,626,-0.942666,35.0
scenes_fire_escape_00002532.jpg,0.4705882370471954,99,1,0.7920091994130171,43.0,0.4471780657768249,0.4265239,0.0840606689453125,7.9,25.0,70.9,249.3,1074.0,4315.5,12186.0,16447.6,0.78836083,0.2278646,0.931385,0.1897281,0.9091011,0.4488189,0.09849548,0.1975555,0.4156497,318,-0.241995,35.0
scenes_soccer_field_00003220.jpg,0.4117647111415863,115,14,0.8370592751420357,21.0,0.392709881067276,0.24170436,0.0490264892578125,5.6,17.9,64.7,246.8,983.2,3242.4,8168.2,11139.8,0.69137067,0.2939185,0.9657954,0.168658,0.9050769,0.4645669,0.0521698,0.1665497,0.3148662,322,-0.269148,15.0
scenes_amusement_arcade_00001494.jpg,0.6176470518112183,120,9,0.7343726194596009,56.0,0.6217257976531982,0.55968845,0.1779937744140625,8.0,51.0,283.4,1286.2,4123.6,8855.6,14989.3,18467.0,0.7228044,0.6162684,0.9287393,0.2676221,0.8594773,0.4448819,0.08985901,0.2530365,0.4014233,1892,-1.59291,25.0
scenes_dam_00002904.jpg,0.5441176295280457,87,4,0.8083703966132948,14.0,0.5102204084396362,0.3372128,0.0573577880859375,4.8,13.0,28.9,60.6,150.7,402.4,1225.0,1841.1,0.6356134,0.3610601,0.9722304,0.1333656,0.8788531,0.4606299,0.09150696,0.1568858,0.03546926,71,-0.897112,25.0
scenes_movie_theater-indoor_00002547.jpg,0.5441176295280457,92,20,0.8248337298281454,21.0,0.515485405921936,0.29401138,0.104644775390625,7.0,18.0,56.4,205.9,778.1,2733.5,7395.2,10341.8,0.74644774,0.1623468,0.9523305,0.2520115,0.9387324,0.4291339,0.04716492,0.1504974,0.1420718,265,-1.87149,15.0
scenes_gymnasium-indoor_00004461.jpg,0.5735294222831726,151,22,0.7310027720469722,42.0,0.5608974099159241,0.5934617,0.0960540771484375,8.0,24.3,72.4,257.0,1055.8,4185.8,11900.1,15977.6,0.7073502,0.7250307,0.9156444,0.07974179,0.8500988,0.4488189,0.1009674,0.217097,0.2152766,310,-0.679055,15.0
scenes_pasture_00003506.jpg,0.5,80,8,0.7995047938924168,19.0,0.4617655277252197,0.36638615,0.07159423828125,7.0,25.0,98.1,421.9,1810.8,6449.2,15696.8,19967.6,0.64864457,0.3897519,0.938922,0.1040974,0.8658507,0.4606299,0.08248901,0.2248739,0.4636827,534,-0.314579,15.0
scenes_sauna_00002582.jpg,0.294117659330368,15,2,0.8561204685228532,6.0,0.2907874882221222,0.22056133,0.0550689697265625,4.4,14.4,48.1,161.2,562.9,2101.9,6725.2,10407.5,0.78128105,0.1073529,0.9683275,0.2282485,0.9540582,0.4606299,0.04656982,0.1500041,0.3388741,200,-0.336482,35.0
scenes_phone_booth_00000109.jpg,0.4411764740943908,76,7,0.7235703546911617,51.0,0.5018230676651001,0.5933523,0.1313629150390625,8.0,29.8,120.3,521.3,2171.5,6940.3,13909.4,17005.7,0.71407676,0.5697764,0.959058,0.1540093,0.8754142,0.4330709,0.09922791,0.2102254,0.2820385,693,-1.36795,35.0
scenes_subway_station-platform_00000095.jpg,0.5147058963775635,105,8,0.7890460584920517,25.0,0.48870649933815,0.40611577,0.129974365234375,8.0,29.1,113.3,461.0,1760.9,5548.3,13119.5,17283.1,0.72299284,0.4170343,0.9578161,0.09615164,0.8664691,0.4448819,0.06015015,0.204539,0.4471934,623,-1.08304,15.0
scenes_waiting_room_00001869.jpg,0.4558823406696319,60,9,0.8063106881138249,36.0,0.4528231024742126,0.33715203,0.0373687744140625,7.9,24.8,79.5,295.7,1170.9,4067.1,9639.1,12334.0,0.6205663,0.2640165,0.9621056,0.1525853,0.9198141,0.4291339,0.0572052,0.1483053,0.1675077,372,-0.06945,12.0
scenes_restaurant_kitchen_00004961.jpg,0.6323529481887817,187,18,0.7046516726420574,66.0,0.6324368119239807,0.6579471,0.1436920166015625,7.9,34.3,147.4,623.9,2229.6,6157.1,13457.0,17358.0,0.76092505,0.6238664,0.9363785,0.08498146,0.8297542,0.4330709,0.117157,0.2432709,0.2934236,870,-1.69332,25.0
scenes_cockpit_00003804.jpg,0.6029411554336548,171,7,0.7581355143726708,38.0,0.6446987986564636,0.4722923,0.14892578125,7.8,33.0,127.5,484.0,1518.1,4366.8,10066.2,13452.7,0.7338986,0.5023285,0.9116222,0.1283234,0.8577623,0.4566929,0.08799744,0.2284546,0.2686497,705,-1.39312,15.0
scenes_field_road_00000084.jpg,0.3970588147640228,65,6,0.7811858144499911,35.0,0.4081858098506927,0.4415891,0.0558319091796875,7.2,29.0,117.5,528.2,2168.6,6549.8,13181.2,16315.4,0.78572476,0.4196385,0.9546435,0.138276,0.8883819,0.4448819,0.07481384,0.2043864,0.4438214,701,-0.140056,15.0
scenes_hotel_room_00001576.jpg,0.4264705777168274,63,10,0.8271733080038736,4.0,0.4064332246780395,0.2613404,0.0278167724609375,7.6,23.2,78.6,301.0,1192.1,4131.5,10731.7,14265.7,0.69625235,0.1552849,0.9697723,0.1295854,0.9337503,0.4291339,0.03205872,0.147639,0.2434852,378,-0.760997,
scenes_storage_room_00000906.jpg,0.6323529481887817,143,23,0.8003143830952396,40.0,0.6168585419654846,0.38853544,0.0915679931640625,8.0,29.0,109.4,434.0,1645.1,4961.7,11607.2,15227.9,0.6877447,0.3556526,0.9216929,0.1193519,0.8842586,0.4527559,0.09806824,0.1851959,0.2001022,601,-1.12187,15.0
scenes_pond_00002917.jpg,0.5147058963775635,94,4,0.7184161785595583,26.0,0.5443055629730225,0.6125847,0.218475341796875,2.0,4.0,8.0,16.0,32.0,64.0,127.4,250.6,0.5696284,0.9863818,0.9226578,0.09196657,0.7732465,0.4645669,0.09895325,0.2606303,0.0,16,1.50765,15.0
scenes_harbor_00002664.jpg,0.5441176295280457,88,9,0.8206771428370688,22.0,0.5467363595962524,0.3478945,0.0645294189453125,7.2,20.7,54.8,166.6,539.7,1733.2,4737.2,6689.5,0.601802,0.5001532,0.9295051,0.1000329,0.8756909,0.4645669,0.0927124,0.163503,0.06734784,218,-0.232791,15.0
scenes_ice_shelf_00000749.jpg,0.1323529481887817,16,3,0.8893137848304065,4.0,0.1151956841349601,0.099153504,0.0012664794921875,6.0,10.7,29.5,84.9,248.7,795.0,2241.6,3184.8,0.6319379,0.03521752,0.9951769,0.2273579,0.9824321,0.4488189,0.01548767,0.08843994,0.3395144,103,1.32842,15.0
scenes_candy_store_00004893.jpg,0.5882353186607361,167,8,0.7775591214158597,3.0,0.6544780731201172,0.47931716,0.1606903076171875,7.3,25.6,102.7,465.3,2055.8,6976.3,15301.1,19197.3,0.730907,0.4205116,0.9113879,0.1266594,0.859821,0.4448819,0.1329498,0.2299144,0.3886174,631,-0.931824,15.0
scenes_discotheque_00004509.jpg,0.4852941036224365,94,15,0.7831488796387491,25.0,0.452223390340805,0.3745616,0.156982421875,2.0,4.0,8.0,16.0,31.7,63.0,123.1,238.1,0.6871146,0.3690717,0.9105251,0.5301425,0.9171254,0.4291339,0.05189514,0.1356354,0.0,16,1.48559,15.0
scenes_engine_room_00000936.jpg,0.4558823406696319,107,1,0.7673933952356092,41.0,0.4440986514091491,0.44225293,0.08441162109375,5.9,22.0,82.6,323.3,1305.9,4607.2,12077.6,15914.5,0.78330904,0.3606311,0.9578424,0.08977164,0.8814751,0.4251969,0.08486938,0.1878255,0.2457385,417,-0.293829,15.0
scenes_bus_station-indoor_00002038.jpg,0.5,122,10,0.8015423759907477,31.0,0.5052250027656555,0.3797879,0.06640625,7.6,27.1,105.8,426.4,1732.1,5747.8,13080.3,16412.0,0.752756,0.4446232,0.9236676,0.1707385,0.8889875,0.4566929,0.06958008,0.1892242,0.3951621,568,-1.33705,15.0
scenes_basketball_court-indoor_00000793.jpg,0.6029411554336548,146,17,0.7504194760663268,47.0,0.5902853012084961,0.5289539,0.112396240234375,6.4,26.5,108.2,459.1,1963.9,6662.4,14588.4,18618.1,0.7175054,0.5883272,0.951875,0.131476,0.8545264,0.4527559,0.1132507,0.2526499,0.3539226,613,-0.718658,35.0
scenes_subway_station-platform_00002084.jpg,0.529411792755127,64,3,0.802779735744016,31.0,0.4868508577346802,0.4247223,0.117034912109375,5.0,18.2,57.6,209.6,873.7,3502.3,10922.3,15580.3,0.7061443,0.2693934,0.9724625,0.09523161,0.8922133,0.4409449,0.1104126,0.2002513,0.241814,247,-0.025772,15.0
scenes_vegetable_garden_00002012.jpg,0.3970588147640228,130,3,0.8044661140373015,11.0,0.4214272201061249,0.37626895,0.064666748046875,7.9,20.2,59.7,203.4,782.5,2830.2,8432.6,12140.0,0.7774453,0.4994332,0.8992352,0.07856502,0.7990735,0.472441,0.131546,0.2448578,0.1077401,256,-0.0688514,15.0
